Handle, BlitzRating, BlitzRD, BlitzWon, BlitzLost, BlitzDrawn, BlitzTotal
topogigio, 1721, 30.0, 9212, 3894, 630, 13736
TopoJeejo, 1496, 83.0, 2479, 2835, 187, 5501
toppcatt, 1446, 37.7, 4254, 3831, 344, 8429
Toppcheff, 1031, 115.9, 52, 135, 0, 187
topspinserve, 1510, 92.0, 398, 475, 40, 913
Toptygin, 1638, 77.4, 247, 302, 25, 574
torad, 1445, 27.0, 678, 714, 62, 1454
torchess, 1518, 60.4, 6063, 4367, 476, 10906
tordi, 1049, 89.4, 39, 216, 3, 258
Torenvalk, 1128, 41.6, 2878, 2610, 95, 5583
torlattimore, 1831, 92.8, 3439, 1028, 175, 4642
torlo, 678, 83.7, 16, 61, 2, 79
tormentil, 1538, 20.6, 9039, 15260, 1492, 25791
tornadoK, 1332, 33.8, 908, 1247, 92, 2247
Tornek, 2044, 100.0, 6844, 1987, 286, 9117
tornet, 1337, 63.7, 1575, 912, 145, 2632
Tornitore, 780, 250.7, 1, 9, 0, 10
tornmatten, 1631, 54.2, 1196, 583, 132, 1911
Torny, 1478, 32.5, 7055, 5875, 399, 13329
torombolo, 881, 68.2, 25, 105, 3, 133
TORONEGRO, 1202, 150.5, 170, 171, 16, 357
Torrependente, 1489, 33.1, 751, 1173, 91, 2015
TorresBSMX, 1119, 45.8, 264, 573, 22, 859
Torrk, 1530, 82.6, 2552, 3594, 551, 6697
torterie, 779, 59.5, 6, 47, 0, 53
Tortious, 1506, 34.8, 960, 1248, 34, 2242
tospringer, 1638, 20.2, 13296, 13464, 1454, 28214
TOT, 1627, 34.2, 3690, 1091, 146, 4927
totalamateur, 1089, 111.0, 329, 370, 28, 727
totdreher, 1233, 48.1, 1321, 1450, 104, 2875
totodh, 1228, 41.8, 665, 736, 74, 1475
TotoLeTak, 1475, 28.1, 1305, 956, 61, 2322
totolezero, 1058, 84.2, 253, 529, 21, 803
TOTREP, 1563, 24.5, 35122, 28294, 3047, 66463
toughsid, 1734, 24.3, 2072, 2354, 257, 4683
toupToup, 944, 125.8, 1, 9, 0, 10
TowMater, 1222, 96.0, 54, 73, 7, 134
ToxicWaste, 1406, 36.2, 1708, 494, 71, 2273
ToyMan, 1298, 40.5, 2946, 4341, 289, 7576
Toyta, 1758, 25.1, 3788, 2370, 289, 6447
toytown, 1274, 39.2, 324, 285, 19, 628
tpefz, 1579, 251.5, 1, 1, 0, 2
TPGYRENE, 1539, 31.3, 10312, 6427, 736, 17475
tplachkich, 1442, 29.9, 9128, 1409, 291, 10828
Tpyc, 1204, 160.1, 1, 4, 0, 5
tracychess, 1644, 26.4, 7095, 7184, 696, 14975
TRADICIONAL, 651, 171.4, 4, 57, 1, 62
Traemasters, 808, 94.2, 100, 658, 5, 763
tragle, 969, 98.8, 175, 349, 8, 532
trajamohan, 1224, 36.2, 2052, 1571, 107, 3730
tramxler, 1407, 57.3, 464, 754, 63, 1281
transitman, 1512, 35.9, 6654, 6350, 663, 13667
Transylvanian, 1802, 51.0, 1480, 1561, 140, 3181
TrappedPawn, 1534, 35.7, 1326, 851, 119, 2296
Trasimene, 1461, 28.6, 22900, 15806, 851, 39557
trautman, 1413, 47.0, 590, 585, 75, 1250
traversc, 1356, 73.3, 3496, 3117, 284, 6897
TravisW, 1080, 99.5, 134, 161, 13, 308
travstroe, 1342, 33.3, 1288, 1013, 91, 2392
TraxusIV, 888, 84.1, 63, 159, 9, 231
Trd, 1289, 62.6, 4298, 5058, 211, 9567
trebbor, 1865, 97.2, 9673, 9578, 990, 20241
Treblehorse, 1122, 82.9, 115, 127, 1, 243
trebmi, 1141, 50.2, 1014, 1006, 86, 2106
treemanjames, 1255, 33.5, 1138, 1022, 123, 2283
treewoods, 834, 121.7, 12, 182, 0, 194
treezen, 728, 133.8, 144, 728, 7, 879
Trellos, 1454, 44.7, 2826, 4740, 207, 7773
Tremeoc, 864, 180.3, 1, 69, 0, 70
TrentonTheSecond, 973, 28.4, 1984, 2725, 90, 4799
treplo, 1379, 98.0, 498, 589, 49, 1136
TresMinutosMeVale, 1757, 20.5, 6522, 2152, 336, 9010
Trevfour, 1355, 40.4, 4405, 3517, 482, 8404
Trevi, 1165, 52.1, 110, 129, 6, 245
Tricentiel, 1225, 161.4, 45, 277, 10, 332
trickortreatx, 1197, 36.1, 2097, 3494, 120, 5711
TrickyAl, 1292, 118.6, 275, 280, 12, 567
Trickyking, 1037, 156.3, 1, 7, 0, 8
tricoster, 1272, 62.9, 262, 352, 12, 626
TriLighT, 1312, 24.8, 516, 709, 32, 1257
Trillman, 1569, 31.0, 1027, 921, 71, 2019
trimegistos, 1245, 72.2, 729, 659, 27, 1415
TriMind, 1444, 30.2, 16089, 12923, 1236, 30248
trimmer, 1126, 125.5, 218, 308, 19, 545
trino, 1751, 34.1, 2887, 2229, 448, 5564
TripleCero, 1220, 46.1, 1478, 1072, 98, 2648
TripleS, 1030, 98.0, 453, 587, 50, 1090
Tripuraantakaaya, 1334, 43.1, 1399, 1188, 129, 2716
trisakti, 1464, 50.1, 873, 2237, 92, 3202
trishaclary, 1132, 54.9, 669, 1124, 60, 1853
trismegisto, 1536, 27.0, 14873, 15362, 1725, 31960
TRITRICA, 1392, 36.0, 2985, 8288, 133, 11406
TriumphAdler, 1570, 42.0, 219, 234, 31, 484
trlk, 1798, 31.6, 186, 122, 13, 321
trmii, 1050, 39.7, 1483, 1961, 92, 3536
Troggie, 1342, 116.7, 44, 88, 2, 134
Trojanx, 1148, 30.4, 447, 642, 87, 1176
Trojn, 1005, 55.5, 882, 914, 87, 1883
trolinus, 1467, 40.2, 7716, 7158, 579, 15453
TrolleSwe, 1381, 32.8, 708, 835, 100, 1643
Trombadinhas, 1088, 33.1, 266, 660, 23, 949
trommy, 1403, 52.5, 1358, 2569, 152, 4079
TrondSvane, 1716, 32.1, 3729, 3061, 312, 7102
Tronski, 1070, 57.2, 5345, 13575, 830, 19750
Trooky, 925, 89.3, 20, 80, 0, 100
trosten, 1111, 41.5, 2909, 5453, 201, 8563
TrouDeBozouls, 1516, 29.2, 378, 486, 42, 906
troycm, 1040, 153.4, 15, 26, 0, 41
TroyKa, 1186, 32.1, 2161, 725, 111, 2997
TroyLambert, 1161, 124.3, 816, 1260, 65, 2141
Troylen, 2174, 58.4, 6849, 1909, 385, 9143
trss, 1369, 62.4, 46, 77, 6, 129
Truckdriver, 1560, 21.6, 15785, 9067, 1111, 25963
trupain, 993, 69.1, 17, 37, 0, 54
TRUPLAYA, 1490, 34.1, 1831, 1283, 104, 3218
TrustyPawn, 1489, 30.7, 7062, 5425, 946, 13433
truuf, 1410, 36.3, 1405, 1088, 88, 2581
TryAnything, 1326, 90.7, 396, 224, 21, 641
tryhard, 1108, 200.3, 90, 153, 10, 253
Trypanossoma, 1308, 90.3, 108, 104, 19, 231
trytest, 1199, 37.5, 5259, 9312, 411, 14982
tsagaropoulos, 1729, 108.2, 339, 128, 17, 484
tschup, 873, 27.2, 2637, 6655, 321, 9613
Tseatsy, 1650, 28.7, 1416, 1270, 104, 2790
tsfm, 1100, 195.3, 3, 10, 0, 13
tsgfan, 964, 117.4, 50, 86, 3, 139
tsibme, 1226, 72.0, 86, 117, 7, 210
tsoue, 761, 40.7, 416, 1169, 25, 1610
TStrobaugh, 1245, 29.1, 3410, 4074, 302, 7786
Tsubo, 1908, 88.4, 140, 72, 10, 222
tsuname, 1610, 32.6, 2902, 4301, 194, 7397
Tsunamisan, 1349, 81.9, 162, 135, 13, 310
Tsvetkov, 1540, 30.3, 2186, 2910, 396, 5492
tsztabho, 1060, 87.4, 14, 41, 0, 55
ttasso, 1148, 28.4, 435, 445, 35, 915
Ttbbtt, 1294, 66.1, 2781, 1744, 94, 4619
ttddttdd, 1571, 65.2, 326, 544, 48, 918
ttfortm, 1262, 35.3, 552, 482, 58, 1092
Ttrree, 1396, 97.1, 150, 249, 9, 408
ttsuchi, 1093, 68.9, 414, 461, 24, 899
tuan, 1570, 27.9, 17310, 29107, 1985, 48402
tubelight, 931, 179.8, 1, 5, 0, 6
Tuber, 1204, 35.6, 9331, 3969, 361, 13661
tuffmom, 1047, 32.7, 3219, 3408, 188, 6815
tuffnut, 1022, 26.8, 14487, 22194, 1987, 38668
Tufkaman, 1448, 64.4, 491, 429, 60, 980
Tuga, 1377, 25.4, 5597, 2983, 421, 9001
tuguin, 1524, 38.6, 2192, 1804, 154, 4150
tuimapieru, 1250, 39.7, 990, 1466, 129, 2585
Tulloch, 1703, 110.7, 331, 245, 26, 602
tumbletoe, 1352, 89.7, 446, 349, 27, 822
Tumuu, 1364, 65.4, 1442, 2756, 114, 4312
tunali, 1613, 27.8, 2504, 2807, 232, 5543
tungtong, 920, 147.0, 2, 10, 1, 13
tuninho, 879, 86.3, 5, 17, 1, 23
Tuobdog, 1712, 53.9, 873, 936, 60, 1869
tupapa, 1470, 29.4, 7414, 4572, 509, 12495
turgoyak, 1337, 35.9, 1875, 2176, 230, 4281
turkeyboy, 1557, 27.4, 10866, 7710, 651, 19227
TurkishTickler, 1772, 94.9, 449, 390, 37, 876
turquele, 1309, 27.5, 2178, 2429, 130, 4737
turr, 1794, 32.8, 2280, 2282, 207, 4769
turtel, 1658, 19.7, 14983, 8116, 949, 24048
turtlecat, 1119, 54.3, 716, 1142, 76, 1934
turtlemaniac, 1554, 25.7, 3769, 2157, 124, 6050
Tutuy, 1252, 67.0, 4371, 5394, 315, 10080
TUURI, 1282, 42.5, 6124, 4738, 498, 11360
tuvo, 1177, 29.9, 885, 1734, 71, 2690
TuxThePenguin, 1481, 59.7, 1786, 1516, 167, 3469
Tuzzo, 1720, 45.7, 2226, 2476, 245, 4947
tvaellen, 1325, 74.7, 1231, 1013, 90, 2334
tvbrito, 1131, 107.2, 613, 640, 41, 1294
tvg, 883, 148.9, 141, 232, 13, 386
tvrdjava, 1357, 25.6, 611, 415, 55, 1081
TwentiethMaine, 1352, 27.0, 1926, 3107, 262, 5295
TwentsKnight, 1288, 26.8, 8015, 11388, 738, 20141
TWG, 1534, 27.4, 10182, 8616, 890, 19688
twigalicious, 1035, 53.1, 195, 238, 7, 440
Twirl, 1499, 275.0, 1, 1, 0, 2
TwitchBlade, 849, 39.6, 44, 123, 3, 170
twitz, 1761, 23.3, 5696, 4090, 268, 10054
twobi, 1864, 71.2, 3200, 3305, 313, 6818
Twong, 2178, 54.4, 498, 330, 68, 896
twoods, 1002, 38.6, 752, 861, 49, 1662
twotorches, 874, 98.8, 38, 90, 1, 129
txartist, 1234, 35.3, 1468, 808, 119, 2395
txbeda, 1771, 23.7, 5534, 6292, 492, 12318
TXtolstoy, 1457, 45.9, 55, 61, 7, 123
tychonew, 1672, 89.9, 1294, 1164, 119, 2577
tyk, 716, 64.1, 32, 183, 3, 218
tylan, 943, 85.1, 8, 17, 0, 25
tylerwsu, 972, 172.4, 35, 98, 3, 136
tymart, 1353, 98.7, 44, 24, 0, 68
tynguyen, 1512, 79.7, 3967, 7117, 471, 11555
typerys, 1212, 46.0, 1515, 2013, 104, 3632
typhoon, 1594, 42.3, 884, 660, 44, 1588
Tyr, 1323, 73.2, 7173, 5246, 792, 13211
Tyrant, 1246, 73.0, 6589, 5651, 509, 12749
Tyrantt, 1310, 52.7, 792, 782, 58, 1632
tyrionsapprentice, 1631, 123.3, 772, 780, 61, 1613
TyroLoco, 1231, 28.1, 1260, 1614, 107, 2981
tyumen, 1612, 35.7, 3307, 6956, 372, 10635
tzarchess, 1588, 20.5, 2016, 4376, 308, 6700
uba, 1748, 31.2, 11987, 13218, 1023, 26228
uber, 1109, 255.0, 1, 3, 0, 4
UberKitty, 1539, 66.1, 4295, 4172, 552, 9019
UberMate, 1098, 39.1, 1554, 2263, 95, 3912
ubicomp, 1341, 28.1, 5962, 6300, 607, 12869
ububub, 984, 119.3, 13, 40, 3, 56
Ubuntero, 1015, 41.5, 47, 44, 2, 93
ucastrobr, 982, 111.7, 28, 74, 5, 107
Uckington, 859, 90.4, 216, 500, 1, 717
uclabrruin, 1203, 117.7, 41, 28, 5, 74
udanand, 1132, 40.3, 1084, 2002, 103, 3189
Uddo, 1327, 27.5, 1855, 2037, 123, 4015
udofink, 1039, 30.4, 1724, 1440, 119, 3283
Udon, 1373, 36.7, 2267, 2970, 325, 5562
udovych, 1394, 27.4, 5005, 8097, 657, 13759
UENBGC, 1381, 25.3, 4152, 4724, 549, 9425
ugadawgs, 1002, 112.1, 353, 1440, 47, 1840
UGAFootball, 1512, 31.2, 9283, 8880, 1177, 19340
UglyducK, 1412, 51.6, 1027, 962, 95, 2084
ugodiggi, 1151, 49.7, 1769, 2260, 147, 4176
Uguns, 1407, 32.3, 2135, 4533, 560, 7228
UHaveNoChance, 1583, 80.2, 261, 198, 21, 480
uhcaldeirao, 1234, 44.7, 559, 763, 59, 1381
UhOh, 1765, 22.8, 34711, 23806, 2842, 61359
uill, 1414, 106.7, 100, 114, 10, 224
UiR, 1728, 94.8, 4057, 4236, 521, 8814
Uirapuru, 1728, 20.1, 50087, 30960, 3190, 84237
ujjwal, 1289, 134.6, 109, 161, 11, 281
ujujang, 838, 123.3, 1, 13, 0, 14
ukcbajr, 1293, 65.0, 285, 245, 15, 545
ukecat, 1391, 195.4, 0, 12, 0, 12
uko, 1392, 36.9, 3196, 3545, 351, 7092
Ukokosha, 1685, 32.1, 3851, 3832, 350, 8033
ukschach, 1430, 51.8, 1251, 868, 87, 2206
Uksu, 1665, 38.7, 3188, 3415, 370, 6973
Uleeeeeero, 1593, 51.5, 2579, 2367, 253, 5199
Ulisse, 1983, 54.2, 1272, 1373, 140, 2785
Uljanow, 1585, 32.5, 22294, 11787, 1424, 35505
Ulltimo, 800, 140.0, 16, 59, 1, 76
Ulmya, 1285, 36.3, 628, 604, 19, 1251
ulpianus, 1338, 114.4, 310, 279, 41, 630
ulsasidhar, 1599, 43.5, 1205, 1688, 96, 2989
Ultraben, 1237, 32.1, 298, 320, 13, 631
UltraMN, 1413, 48.9, 2774, 2892, 156, 5822
ultranet, 926, 136.4, 23, 114, 2, 139
umassboston, 1626, 102.6, 1823, 1439, 164, 3426
umbeebmu, 994, 35.9, 1414, 2303, 197, 3914
Umboione, 1773, 25.9, 4293, 4040, 259, 8592
umeshblr, 1783, 60.9, 165, 87, 2, 254
umnoff, 1453, 65.8, 157, 247, 21, 425
Umustbdreaming, 1463, 297.6, 1, 1, 0, 2
unanimo, 1323, 184.5, 5618, 6350, 380, 12348
unceraint, 1428, 33.5, 209, 247, 10, 466
UncleEric, 1414, 48.8, 2642, 2021, 187, 4850
UncleHerschel, 1536, 39.5, 668, 515, 44, 1227
UncleM, 1601, 93.7, 8996, 7355, 905, 17256
UncleSoo, 1404, 30.2, 795, 1075, 92, 1962
UncleVova, 1068, 157.8, 4, 5, 0, 9
unclewilly, 1764, 33.0, 2199, 1134, 180, 3513
uncleZiba, 1352, 46.9, 2614, 3088, 221, 5923
Undahdogg, 860, 165.1, 0, 9, 0, 9
UndefeatedMonkey, 1853, 50.5, 1272, 978, 123, 2373
underestimted, 946, 42.0, 268, 505, 8, 781
UnDniableTalent, 1060, 225.5, 1, 3, 0, 4
unggoy, 1367, 170.7, 72, 60, 7, 139
unhappy, 1966, 171.7, 694, 306, 88, 1088
unica, 1400, 56.6, 57, 38, 2, 97
Unicorn, 1933, 229.2, 1534, 1156, 108, 2798
UNiiiT, 1403, 39.7, 508, 584, 28, 1120
Uninaut, 1170, 78.2, 1956, 1599, 196, 3751
UNINVIITED, 1235, 78.4, 839, 1170, 121, 2130
uniqli, 1401, 37.2, 1493, 923, 127, 2543
uniqueid, 961, 77.1, 680, 1115, 43, 1838
universalself, 1316, 115.8, 79, 110, 3, 192
unixace, 1634, 112.5, 631, 312, 28, 971
unloupdessteppes, 1038, 68.1, 537, 655, 44, 1236
unnamed, 1243, 35.4, 4957, 5982, 577, 11516
unnikumar, 1430, 84.5, 506, 422, 5, 933
unnivadakkan, 1386, 81.7, 599, 2525, 120, 3244
unojimbo, 801, 177.6, 31, 51, 1, 83
UNPREDICTABLE, 1243, 21.5, 17791, 21564, 1749, 41104
unrandomsam, 1322, 32.2, 4101, 5625, 410, 10136
UnratedOne, 1396, 31.8, 1677, 1956, 93, 3726
UnsoundHero, 1716, 52.4, 899, 329, 71, 1299
unturnedstone, 1216, 34.6, 3925, 4198, 435, 8558
Unununium, 1939, 48.7, 2269, 1116, 246, 3631
UofM, 1390, 29.1, 795, 1216, 164, 2175
upabon, 1366, 30.3, 1795, 1851, 95, 3741
upcomingplayer, 977, 37.6, 82, 122, 2, 206
UpGump, 711, 134.2, 3, 22, 0, 25
upperdeck, 1329, 40.2, 2394, 3741, 142, 6277
uppersnatch, 1264, 55.6, 483, 566, 29, 1078
UPRISING, 1466, 35.2, 3998, 5203, 301, 9502
upshaw, 1181, 121.4, 771, 891, 76, 1738
UpwardMouth, 1342, 92.6, 9, 11, 1, 21
Urbino, 1715, 56.7, 5374, 4715, 634, 10723
urbnaslt, 656, 135.1, 2, 17, 0, 19
urdapilleta, 1627, 75.2, 790, 963, 78, 1831
UrGameOver, 1421, 24.3, 2076, 1872, 135, 4083
urgggh, 1226, 123.2, 30, 37, 5, 72
urgoodbutimbetter, 1365, 25.4, 1345, 1446, 58, 2849
UrijGreen, 1552, 172.8, 9, 6, 3, 18
urilikescrack, 1176, 99.5, 65, 317, 0, 382
urineluck, 1517, 48.1, 550, 224, 23, 797
Uris, 1303, 76.0, 86, 153, 7, 246
ursatz, 1332, 63.7, 747, 621, 45, 1413
ursusraven, 1174, 57.5, 72, 85, 8, 165
urug, 1428, 38.5, 3936, 4382, 248, 8566
URUTODO, 1130, 37.2, 1182, 1299, 75, 2556
usachessmaster, 1408, 61.1, 83, 65, 5, 153
UsamaFoad, 1339, 55.7, 2519, 2524, 128, 5171
usarob, 1501, 35.7, 1997, 1775, 158, 3930
usclambox, 1310, 42.0, 1404, 1159, 137, 2700
useche, 1123, 132.2, 213, 213, 6, 432
uslee, 1327, 42.0, 344, 279, 15, 638
ustliS, 910, 89.0, 18, 56, 1, 75
UsuallySleepy, 1273, 69.8, 40, 44, 1, 85
usura, 1415, 219.2, 1, 3, 0, 4
USURP, 1178, 24.1, 493, 640, 47, 1180
utactics, 1040, 124.6, 64, 55, 6, 125
uthman, 1385, 37.8, 789, 1358, 88, 2235
Uthr, 1387, 44.9, 2582, 2350, 177, 5109
utigard, 1125, 147.8, 34, 33, 0, 67
Utini, 965, 65.1, 103, 264, 5, 372
utjazzfan, 1114, 43.4, 386, 226, 32, 644
utomjording, 1304, 62.2, 149, 196, 11, 356
utphamthanh, 1490, 37.7, 1545, 4691, 201, 6437
UtsavRajpara, 1084, 83.7, 16, 56, 3, 75
uvsravikiran, 1511, 74.6, 654, 914, 87, 1655
Uzuma, 1882, 342.6, 1, 0, 0, 1
Vacabrava, 1428, 66.5, 58, 53, 10, 121
vacaloka, 1633, 179.3, 16, 1, 1, 18
Vachopet, 2009, 99.2, 3496, 2483, 367, 6346
Vadio, 1674, 32.8, 942, 490, 47, 1479
vadnn, 1524, 27.8, 4704, 3605, 383, 8692
vailent, 1354, 67.1, 5410, 6057, 410, 11877
Vajrapani, 1204, 46.4, 223, 195, 15, 433
Valacuga, 1443, 34.9, 943, 488, 85, 1516, 1359, 56.6, 1315, 710, 174, 2199
ValenceJordan, 1533, 49.0, 1135, 1209, 149, 2493
valenzuelaalvaro, 1395, 34.6, 414, 393, 33, 840
valeri, 1402, 29.7, 3688, 4443, 343, 8474
Valiantangel, 1570, 32.7, 9328, 9581, 1055, 19964
ValidusPotens, 1756, 29.4, 6922, 5556, 560, 13038
valkon, 1066, 73.3, 2785, 2226, 135, 5146
vallabai, 1373, 90.5, 832, 669, 37, 1538
valpovo, 1865, 42.0, 158, 112, 12, 282
Valric, 1089, 42.6, 98, 159, 7, 264
ValV, 1023, 65.4, 137, 156, 4, 297
vampirium, 1310, 53.6, 4044, 4806, 392, 9242
VaMPyReSLaYeR, 1707, 264.7, 243, 261, 31, 535
Vancechess, 1770, 63.1, 5441, 3580, 356, 9377
VanceIII, 2162, 261.1, 257, 334, 69, 660
vancinad, 1184, 105.5, 411, 450, 30, 891
vancouverBC, 1033, 105.4, 1999, 2320, 207, 4526
vancouvsux, 1442, 25.1, 2478, 1804, 162, 4444
VandelayChess, 1202, 33.7, 1453, 1480, 105, 3038
vanderMur, 1550, 49.3, 732, 345, 51, 1128
vanDolgom, 1328, 72.3, 193, 241, 23, 457
vangna, 986, 39.5, 48, 77, 2, 127
Vangy, 1944, 73.0, 4012, 1379, 271, 5662
VanHobbit, 1843, 97.4, 20589, 13777, 1179, 35545
vanillaskyleap, 1332, 120.4, 1935, 1970, 74, 3979
vannman, 702, 175.7, 1, 20, 0, 21
vanpelt, 1313, 25.4, 3045, 3758, 287, 7090
vanucci, 1243, 59.4, 102, 100, 9, 211
vanzep, 1504, 122.8, 1179, 979, 75, 2233
vaporlock, 1622, 33.8, 8713, 7370, 1244, 17327
vardhan, 1187, 45.6, 1234, 1964, 51, 3249
varkster, 1271, 40.0, 1966, 1450, 81, 3497
vars, 1346, 27.3, 4537, 4220, 419, 9176
varsavia, 1761, 29.6, 2122, 1894, 614, 4630
Varsta, 1654, 34.7, 5574, 6308, 579, 12461
Vartui, 1029, 180.0, 25, 50, 2, 77
Vasallo, 1561, 22.4, 2131, 2033, 143, 4307
vasantenclave, 1060, 102.9, 2896, 7367, 174, 10437
vasif, 1335, 52.1, 495, 443, 39, 977
Vassis, 1076, 39.4, 388, 610, 22, 1020
VasTech, 1080, 103.1, 1062, 3758, 151, 4971
vastius, 1112, 87.2, 45, 85, 0, 130
vastlov, 827, 65.3, 110, 368, 6, 484
vatsalya, 1495, 31.0, 10590, 7796, 950, 19336
VattiO, 1279, 47.1, 262, 208, 18, 488
vaxerdec, 1093, 265.2, 2, 8, 0, 10
vbartenev, 926, 41.8, 675, 969, 46, 1690
VBC, 1294, 27.6, 14288, 8416, 513, 23217
vchust, 1451, 41.8, 294, 237, 62, 593
VDarkWizard, 1394, 44.3, 1595, 1798, 150, 3543
VDisMyBDcuzImBD, 947, 81.8, 143, 158, 0, 301
vdixit, 840, 108.4, 31, 106, 2, 139
vdoutchouk, 2071, 39.1, 5248, 3773, 513, 9534
vdub, 956, 202.7, 1, 4, 0, 5
vectorspace, 955, 229.7, 11, 40, 1, 52
vecvec, 1491, 24.1, 2047, 2246, 133, 4426
veeandy, 1315, 33.3, 808, 791, 65, 1664
veechess, 1284, 67.4, 3404, 3509, 292, 7205
Veenram, 1235, 39.5, 151, 546, 14, 711
VeganModel, 1977, 55.4, 205, 182, 21, 408
Vegaz, 1090, 78.9, 98, 81, 5, 184
vegedog, 1675, 50.4, 3073, 2346, 421, 5840
vegetables, 1652, 32.2, 3703, 2805, 410, 6918
vegp, 1449, 34.2, 10130, 12157, 564, 22851
veigas, 1108, 25.3, 2129, 4127, 173, 6429
Veit, 1556, 85.0, 5442, 3555, 412, 9409
veivaaja, 1306, 102.9, 6, 12, 3, 21
Vela, 1960, 124.8, 4090, 3676, 327, 8093
velkypes, 1277, 96.7, 1556, 1862, 150, 3568
Velobender, 1056, 39.4, 697, 736, 70, 1503
Velocityzone, 1274, 26.9, 846, 797, 62, 1705
VENATORMAX, 1062, 62.8, 114, 122, 10, 246
venazvz, 1814, 24.8, 17973, 17882, 2740, 38595
vendemiatrix, 1619, 32.3, 26612, 10172, 1543, 38327
venechess, 987, 77.4, 46, 78, 3, 127
Vengatesh, 1019, 89.0, 5, 26, 0, 31
venkiraviforever, 604, 74.8, 9, 122, 2, 133
venkobrother, 1697, 330.0, 0, 1, 0, 1
ventricule, 944, 128.8, 13, 24, 2, 39
venue, 1566, 26.1, 3429, 4334, 567, 8330
venugopal, 1409, 65.9, 6864, 6223, 360, 13447
VequalsIR, 1483, 60.7, 131, 163, 18, 312
verajanavel, 1251, 47.3, 1741, 1184, 102, 3027
verballistic, 634, 121.4, 4, 66, 2, 72
verboten, 1459, 30.2, 4634, 4688, 516, 9838
verdilac, 1316, 27.3, 691, 931, 57, 1679
verh, 1357, 49.9, 238, 250, 12, 500
verikt, 1618, 23.4, 22562, 23563, 1822, 47947
Verkkis, 1940, 46.4, 7862, 8830, 1061, 17753
vernita, 1723, 32.6, 2457, 1114, 115, 3686
Versiano, 1343, 204.5, 165, 197, 12, 374
vertiginous, 1675, 103.6, 54, 11, 1, 66
verymuchmale, 1666, 70.2, 8783, 8151, 636, 17570
vestibules, 1507, 61.2, 596, 689, 68, 1353
vetle, 1349, 34.6, 3585, 3960, 491, 8036
vetr, 1260, 38.0, 17296, 17801, 1885, 36982
vetteboy, 1012, 59.4, 1132, 5074, 35, 6241
Vexmeister, 1222, 38.9, 1958, 1981, 164, 4103
veziro, 1136, 162.0, 1, 4, 0, 5
vfuente, 1380, 137.4, 77, 104, 4, 185
vgakrishnan, 1105, 83.6, 1085, 965, 53, 2103
vgGritz, 1401, 36.7, 849, 771, 90, 1710
vhalperin, 1434, 40.3, 161, 187, 7, 355
VHelsing, 1237, 52.7, 5817, 5357, 420, 11594
Viamendz, 1112, 24.8, 1447, 2250, 63, 3760
viboraNegra, 1560, 98.4, 357, 263, 27, 647
Vicchess, 920, 179.5, 11, 39, 2, 52
vicentiko, 1601, 21.4, 3090, 2490, 229, 5809
vicentiu, 1401, 18.0, 2810, 3430, 131, 6371
vichesss, 1577, 22.3, 13430, 16584, 2017, 32031
Vichingo, 1584, 32.3, 2037, 1690, 79, 3806
vicohart, 1465, 29.1, 1440, 1384, 127, 2951
vicool, 1756, 27.5, 13712, 14139, 899, 28750
vicoyot, 1318, 31.9, 311, 288, 30, 629
Vicsher, 1383, 157.6, 176, 319, 29, 524
Victaum, 1288, 65.9, 604, 1048, 104, 1756
VictorOKN, 1442, 100.3, 2052, 2290, 201, 4543
videlle, 899, 29.1, 272, 551, 5, 828
vidman, 1013, 181.3, 1, 3, 0, 4
vidyapati, 1293, 19.4, 647, 667, 53, 1367
ViennaMike, 1104, 51.0, 632, 646, 50, 1328
vieque, 1675, 36.8, 11042, 7024, 581, 18647
viesta, 1409, 27.1, 3874, 4272, 524, 8670
VietPhoBoyz, 1200, 86.6, 606, 1075, 54, 1735
Vigoss, 1009, 257.3, 0, 2, 0, 2
vijendra, 861, 120.5, 5, 15, 0, 20
vikassri, 1270, 70.8, 387, 660, 25, 1072
vikramtiwari, 1457, 25.6, 5834, 4721, 387, 10942
viktorb, 1566, 33.9, 2997, 3562, 312, 6871
VIKTORK, 1720, 57.4, 1841, 1831, 90, 3762
vikushf, 1019, 42.8, 506, 716, 41, 1263
vilinar, 1727, 32.8, 5705, 4425, 379, 10509
villobas, 1107, 35.5, 413, 658, 26, 1097
ViMe, 1530, 31.6, 3648, 6308, 421, 10377
Vinamarino, 1462, 24.7, 5313, 6773, 781, 12867
vinandale, 718, 42.6, 42, 115, 0, 157
vinayj, 1176, 50.2, 138, 137, 12, 287
vinayvenky, 1555, 29.1, 5612, 4437, 284, 10333
VindexPopuli, 971, 39.3, 68, 86, 4, 158
ViniZan, 1245, 90.6, 1355, 1761, 122, 3238
Vinkie, 1271, 44.6, 1045, 1490, 176, 2711
vinkin, 1420, 48.2, 1598, 2078, 147, 3823
Vinnny, 588, 198.9, 0, 8, 0, 8
VinnyP, 725, 131.5, 1, 8, 0, 9
Vinor, 1880, 38.5, 2844, 3698, 567, 7109
vinstayl, 1330, 71.3, 649, 975, 47, 1671
vinyletourist, 1320, 39.3, 1838, 2693, 130, 4661
Vinylfix, 1316, 88.4, 1134, 1598, 66, 2798
vinzanity, 1467, 130.6, 16, 24, 0, 40
ViperStrike, 1879, 113.2, 16, 13, 0, 29
Virabhadra, 713, 138.6, 8, 27, 3, 38
virax, 900, 90.5, 29, 70, 3, 102
